   2.2365559e+02   8.2207339e+02   0.0000000e+00
   6.6419199e+02   6.6722602e+02   0.0000000e+00
   8.5936609e+02   7.3449896e+02   0.0000000e+00
   2.4241789e+01   3.0562352e+02   0.0000000e+00
   9.6755615e+02   4.2603957e+02   0.0000000e+00
   4.4465359e+02   7.3694078e+02   0.0000000e+00
   2.3648480e+01   1.8124896e+02   0.0000000e+00
   5.2975709e+02   3.1385233e+02   0.0000000e+00
   2.7411643e+02   9.8236211e+02   0.0000000e+00
   7.7300036e+01   6.3331550e+02   0.0000000e+00
   5.5760846e+02   8.8106966e+02   0.0000000e+00
   7.3522169e+02   2.1069876e+02   0.0000000e+00
   1.5303377e+02   5.5147131e+02   0.0000000e+00
   1.0513869e+02   4.7810305e+02   0.0000000e+00
   4.9162351e+02   7.8787468e+02   0.0000000e+00
   8.0399344e+02   9.1481342e+02   0.0000000e+00
   8.4761775e+02   6.0022839e+02   0.0000000e+00
   7.9558875e+02   9.2279595e+02   0.0000000e+00
   4.4003220e+02   5.5637546e+02   0.0000000e+00
   6.9503659e+01   1.5888561e+01   0.0000000e+00
   4.6293899e+02   5.8322726e+02   0.0000000e+00
   2.5880822e+02   1.6941319e+02   0.0000000e+00
   4.8471873e+02   2.5439307e+02   0.0000000e+00
   4.5618683e+02   6.1956401e+02   0.0000000e+00
   9.5207148e+02   2.8537372e+02   0.0000000e+00
   5.4621985e+02   7.2004893e+02   0.0000000e+00
   1.5611636e+02   5.5136979e+02   0.0000000e+00
   3.1359138e+02   8.9918883e+01   0.0000000e+00
   7.3988068e+02   4.6439609e+02   0.0000000e+00
   7.7972132e+02   3.1691113e+02   0.0000000e+00
   5.2444769e+02   6.4048222e+02   0.0000000e+00
   8.3868865e+02   4.0334753e+02   0.0000000e+00
   6.5304914e+01   5.4575376e+02   0.0000000e+00
   2.1792948e+02   6.1381174e+02   0.0000000e+00
   5.2061951e+02   3.7254034e+02   0.0000000e+00
   1.5850413e+02   6.1088175e+02   0.0000000e+00
   4.6999150e+02   3.2622547e+02   0.0000000e+00
   3.1307686e+02   6.3473315e+00   0.0000000e+00
   2.9384926e+01   7.6973262e+02   0.0000000e+00
   1.8409885e+02   3.5594475e+02   0.0000000e+00
   3.3774345e+02   2.0536598e+02   0.0000000e+00
   7.9798534e+02   3.8183520e+02   0.0000000e+00
   8.9502941e+02   8.5611769e+02   0.0000000e+00
   9.6981119e+02   5.6312274e+02   0.0000000e+00
   3.2361075e+02   6.7980460e+02   0.0000000e+00
   9.1803613e+02   4.7045669e+02   0.0000000e+00
   2.6655493e+01   6.5283985e+02   0.0000000e+00
   2.4991206e+02   4.1324384e+02   0.0000000e+00
   6.9485503e+02   8.0112248e+02   0.0000000e+00
   2.5193797e+02   4.1424915e+02   0.0000000e+00
   9.9937571e+02   6.6603857e+02   0.0000000e+00
   6.9257268e+02   2.6793402e+02   0.0000000e+00
   9.2008826e+02   4.3770175e+02   0.0000000e+00
   5.6093747e+02   3.9538093e+02   0.0000000e+00
   7.0763798e+02   5.1612491e+02   0.0000000e+00
   4.6735047e+02   3.5528500e+02   0.0000000e+00
   1.0726939e+02   1.4606899e+02   0.0000000e+00
   1.9166856e+02   5.8763544e+02   0.0000000e+00
   1.0050390e+02   1.1127495e+02   0.0000000e+00
   4.1407235e+02   9.2143445e+02   0.0000000e+00
   5.3644544e+02   4.7667895e+02   0.0000000e+00
   6.8853325e+02   1.1661724e+02   0.0000000e+00
   8.9240867e+02   4.8901534e+02   0.0000000e+00
   6.2333913e+02   5.8079511e+02   0.0000000e+00
   3.4676061e+02   6.8141973e+02   0.0000000e+00
   8.3500083e+02   5.3758615e+02   0.0000000e+00
   2.7445999e+02   1.7831758e+02   0.0000000e+00
   1.4835619e+02   4.3365047e+02   0.0000000e+00
   7.1807369e+02   2.4101522e+02   0.0000000e+00
   5.2831410e+02   9.7134212e+02   0.0000000e+00
   1.5041606e+02   2.9633201e+01   0.0000000e+00
   7.9305358e+02   8.6243394e+02   0.0000000e+00
   3.9248927e+02   5.5622730e+02   0.0000000e+00
   3.4935186e+02   2.5306122e+02   0.0000000e+00
   1.8781098e+02   4.8315701e+01   0.0000000e+00
   7.4935857e+01   9.6489403e+02   0.0000000e+00
   3.3751355e+02   2.4009791e+02   0.0000000e+00
   1.2147915e+02   3.0966305e+02   0.0000000e+00
   7.9828073e+02   4.5020555e+02   0.0000000e+00
   8.4517204e+02   5.2682540e+02   0.0000000e+00
   8.8919878e+02   8.8014439e+02   0.0000000e+00
   2.0794741e+02   7.0928059e+02   0.0000000e+00
   1.3636045e+02   9.9836863e+02   0.0000000e+00
